gene	mid	chrom	start	end
CCSER2	1766556438.5	10	86088314	86278277
RP11-113E21.1	1767603694	10	87209347	87251755
GRID1	1768115924	10	87359312	88126250
WAPAL	1768611435.5	10	88195011	88281574
WAPL	1768611435.5	10	88195013	88281572
OPN4	1768793602.5	10	88414314	88426605
LDB3	1768835158.5	10	88428206	88495825
BMPR1A	1768977619.5	10	88516358	88692595
MMRN2	1769085410.5	10	88695297	88729238
SNCG	1769093839	10	88718375	88723017
ADIRF	1769108963	10	88727949	88743691
RP11-96C23.5	1769123333.5	10	88730496	88769885
AGAP11	1769134204.5	10	88752161	88769962
RP11-96C23.10	1769145683.5	10	88769540	88775541
FAM25A	1769155418	10	88780063	88784487
GLUD1	1769205576	10	88810243	88854623
SHLD2	1769275714.5	10	88853918	88951225
FAM35A	1769276229.5	10	88854951	88951222
NUTM2A-AS1	1769406143.5	10	88963630	89102371
NUTM2A	1769364078	10	88985205	88996665
NUTM2D	1769497081.5	10	89117425	89130452
MINPP1	1769662067.5	10	89264632	89313217
PAPSS2	1769836559	10	89419370	89507462
ATAD1	1769929327.5	10	89511269	89601100
CFL1P1	1769964862.5	10	89578068	89605371
KLLN	1769994199	10	89618918	89623194
PTEN	1770050421.5	10	89622870	89731687
RNLS	1770562097	10	90033621	90344287
LIPJ	1770729764.5	10	90346510	90366733
LIPF	1770804527.5	10	90424198	90438571
LIPK	1770871565	10	90484301	90512543
LIPN	1770902724	10	90521163	90537999
LIPM	1770944538	10	90562487	90580303
ANKRD22	1770969875	10	90581889	90611575
STAMBPL1	1771060343.5	10	90639491	90734910
ACTA2	1771096106.5	10	90694831	90751096
FAS	1771136083.5	10	90750339	90775542
CH25H	1771339371.5	10	90965386	90967071
LIPA	1771446963	10	90973326	91174314
IFIT2	1771429385	10	91043451	91069033
IFIT3	1771467332.5	10	91087651	91100728
IFIT1B	1771514530.5	10	91137813	91144962
IFIT1	1771532416	10	91152303	91166243
IFIT5	1771550693.5	10	91174343	91180758
SLC16A12	1771626370	10	91190056	91316398
PANK1	1771745434.5	10	91339254	91405329
RP11-80H5.9	1771816326	10	91426936	91459430
KIF20B	1771871174.5	10	91461367	91534696
RP11-478K7.2	1772069331	10	91675244	91717132
RP11-15K3.1	1772604563	10	92162276	92300564
RP11-94M14.2	1772610705	10	92213925	92261199
HTR7	1772932160.5	10	92500580	92617455
RPP30	1773023034.5	10	92631473	92668310
ANKRD1	1773049586	10	92671853	92681033
RP11-236B18.2	1773133405	10	92754375	92766149
LINC00502	1773187562.5	10	92806921	92821918
PCGF5	1773356571.5	10	92922769	93044088
HECTD2	1773594954.5	10	93169037	93274586
PPP1R3C	1773763648	10	93388199	93392811
TNKS2	1773964694	10	93558069	93625033
FGFBP3	1774040936	10	93666346	93669240
BTAF1	1774109947	10	93683526	93790082
CPEB3	1774301789.5	10	93806449	94050844
MARCH5	1774455463.5	10	94050920	94113721
IDE	1774645780	10	94211441	94333833
KIF11	1774757240.5	10	94353043	94415152
HHEX	1774825698.5	10	94449708	94455403
EXOC6	1775080003	10	94594470	94819250
CYP26C1	1775198072	10	94820565	94829293
CYP26A1	1775208582.5	10	94833232	94837647
MYOF	1775527273	10	95066186	95242074
CEP55	1775645762	10	95256389	95288849
FFAR4	1775718472.5	10	95326422	95364237
RBP4	1775729615.5	10	95351444	95361501
PDE6C	1775772199	10	95372345	95425767
FRA10AC1	1775818127.5	10	95427640	95462329
LGI1	1775914940.5	10	95517566	95566029
SLC35G1	1776057917.5	10	95653730	95715819
PLCE1	1776314717.5	10	95790569	96092580
NOC3L	1776480992.5	10	96092983	96122716
TBC1D12	1776602117	10	96162261	96295687
HELLS	1776690569.5	10	96261191	96373662
CYP2C18	1776842805.5	10	96443378	96495947
AL583836.1	1776903513.5	10	96447911	96612830
CYP2C19	1776940843	10	96522438	96612962
CYP2C9	1777096924.5	10	96698415	96749148
CYP2C8	1777186034.5	10	96796529	96829254
C10orf129	1777344464	10	96953955	96988687
ACSM6	1777344464	10	96953957	96988685
PDLIM1	1777397198	10	96997329	97050781
SORBS1	1777569492.5	10	97071528	97321171
ALDH18A1	1777764217.5	10	97365686	97416463
TCTN3	1777811669.5	10	97423153	97453900
ENTPD1	1777923637	10	97471536	97629452
ENTPD1-AS1	1778054610	10	97512961	97849973
AL365273.2	1778025596	10	97620305	97684601
CC2D2B	1778103043.5	10	97667360	97792441
C10orf131	1778056244	10	97667720	97698482
CCNJ	1778185032	10	97803151	97820627
ZNF518A	1778300401	10	97889472	97965044
BLNK	1778364544	10	97951458	98031344
RP11-35J23.1	1778432590	10	98052440	98066454
DNTT	1778454380	10	98064153	98098321
OPALIN	1778484190.5	10	98102973	98119122
TLL2	1778572162	10	98124363	98273675
TM9SF3	1778685680.5	10	98277866	98347209
PIK3AP1	1778789813	10	98353069	98480271
LCOR	1779047020.5	10	98592039	98755716
C10orf12	1779116454.5	10	98741039	98745584
SLIT1	1779224879	10	98757795	98945677
ARHGAP19-SLIT1	1779355741	10	98912802	99052394
ARHGAP19	1779390323	10	98981930	99052430
FRAT1	1779453491	10	99079024	99081672
FRAT2	1779466503	10	99092254	99094466
RRP12	1779524117	10	99116115	99185833
AL355490.1	1779555672.5	10	99179226	99185833
PGAM1	1779562700.5	10	99185917	99193198
EXOSC1	1779573979.5	10	99195899	99205774
ZDHHC16	1779584650.5	10	99205888	99217127
MMS19	1779611459	10	99218081	99258551
UBTD1	1779667938.5	10	99258625	99330966
ANKRD2	1779711091.5	10	99332256	99343641
HOGA1	1779731462.5	10	99344080	99372559
AL355315.1	1779762042	10	99344131	99433667
C10orf62	1779723230.5	10	99349484	99350691
MORN4	1779756926.5	10	99374310	99393257
PI4K2A	1779791460	10	99400443	99436191
AVPI1	1779815273.5	10	99437181	99447080
MARVELD1	1779848562.5	10	99472930	99477909
ZFYVE27	1779881914	10	99496878	99520664
SFRP5	1779902251.5	10	99526508	99531709
GOLGA7B	1779993809.5	10	99609996	99631337
CRTAC1	1780080814	10	99624757	99790585
R3HCC1L	1780322660.5	10	99894381	100004654
LOXL4	1780390870	10	100007447	100028007
PYROXD2	1780532274.5	10	100143322	100174941
HPS1	1780564472.5	10	100175955	100206704
HPSE2	1780979369.5	10	100216834	100995619
CNNM1	1781494614.5	10	101088856	101154087
GOT1	1781547119.5	10	101156627	101191326
RP11-129J12.1	1781660571	10	101286836	101288020
NKX2-3	1781667628.5	10	101292690	101296281
SLC25A28	1781748465.5	10	101370279	101380366
AL133353.2	1781824753.5	10	101411352	101491869
ENTPD7	1781815773	10	101419263	101465997
CUTC	1781862246	10	101462315	101515891
COX15	1781854872	10	101471601	101491857
ABCC2	1781950517	10	101542397	101612351
DNMBP	1782075648	10	101635334	101769676
CPN1	1782194935	10	101801950	101841634
ERLIN1	1782302114	10	101909851	101948091
CHUK	1782341858.5	10	101948055	101989376
CWF19L1	1782382889	10	101992055	102027437
BLOC1S2	1782412896	10	102033037	102046469
PKD2L1	1782442220	10	102047911	102090243
SCD	1782488879	10	102106881	102124591
LINC00263	1782511391.5	10	102133370	102143127
WNT8B	1782606292.5	10	102222798	102243501
SEC31B	1782636153	10	102246399	102279621
AL133352.1	1782650654.5	10	102265385	102289638
NDUFB8	1782659770	10	102283497	102289757
HIF1AN	1782677435	10	102288829	102319755
PAX2	1782915672	10	102495360	102589698
SLF2	1783071752.5	10	102672326	102724893
FAM178A	1783069184.5	10	102672734	102719349
MRPL43	1783111386.5	10	102729215	102747272
SEMA4G	1783110594.5	10	102729275	102745628
TWNK	1783123784	10	102747124	102754158
C10orf2	1783124113.5	10	102747781	102754160
LZTS2	1783135127	10	102756375	102767593
PDZD7	1783152889	10	102767440	102792052
SFXN3	1783169139	10	102790991	102801001
KAZALD1	1783197886	10	102821598	102827888
TLX1NB	1783243123.5	10	102849076	102890885
HUG1	1783256223	10	102882536	102883624
TLX1	1783267047	10	102890262	102897546
RP11-324L3.1	1783318135	10	102936078	102953906
LBX1	1783360894.5	10	102985952	102989551
RP11-107I14.4	1783391085.5	10	103012576	103023309
BTRC	1783588577	10	103113790	103317078
DPCD	1783723014	10	103330317	103369425
POLL	1783716476	10	103338639	103348027
FBXW4	1783785879.5	10	103370421	103455052
FGF8	1783908149.5	10	103529887	103540126
NPM3	1783915269	10	103541082	103543170
OGA	1783934354	10	103544200	103578222
MGEA5	1783934335	10	103544207	103578177
KCNIP2	1783967847	10	103585731	103603677
C10orf76	1784083796	10	103605354	103815952
ARMH3	1784083796	10	103605356	103815950
HPS6	1784199614	10	103825147	103827795
LDB1	1784246906.5	10	103867317	103880210
PPRC1	1784274562.5	10	103892751	103910088
NOLC1	1784290923.5	10	103911933	103923628
ELOVL3	1784360858.5	10	103986085	103989346
PITX3	1784368730	10	103989943	104001231
GBF1	1784447115.5	10	104005289	104142656
NFKB2	1784531219.5	10	104153867	104162286
PSD	1784544978	10	104162374	104181296
FBXL15	1784554062.5	10	104178946	104182893
CUEDC2	1784560853	10	104183002	104192418
C10orf95	1784583590	10	104209594	104211300
TMEM180	1784602120	10	104221150	104236804
MFSD13A	1784602120	10	104221152	104236802
ACTR1A	1784615196	10	104221638	104262468
SUFU	1784701661	10	104263744	104393292
TRIM8	1784784395	10	104402067	104420437
ARL3	1784826969	10	104433488	104474164
SFXN2	1784861915	10	104474295	104503249
WBP1L	1784922108.5	10	104503658	104594273
CYP17A1	1784966932	10	104590288	104597290
C10orf32	1784992492	10	104613978	104624720
BORCS7	1784992492	10	104613980	104624718
BORCS7-ASMT	1785010985.5	10	104614029	104661656
AS3MT	1785018607.5	10	104629273	104661656
CNNM2	1785137157	10	104678050	104849978
NT5C2	1785273561.5	10	104847774	104953063
RPEL1	1785379851.5	10	105005644	105007773
INA	1785416657	10	105036920	105050108
PCGF6	1785459870	10	105062553	105110901
TAF5	1785511416	10	105127724	105148822
USMG5	1785525432	10	105148796	105155782
ATP5MD	1785525666.5	10	105148798	105156249
PDCD11	1785554359	10	105156383	105206049
CALHM2	1785582494	10	105206543	105212159
CALHM1	1785589037.5	10	105213144	105218645
CALHM3	1785608922	10	105232561	105238997
NEURL1	1785676165.5	10	105253736	105352309
SH3PXD2A	1785857685.5	10	105353784	105615301
OBFC1	1786033274.5	10	105642298	105677965
STN1	1786033274.5	10	105642300	105677963
SLK	1786131118	10	105726959	105788991
COL17A1	1786191522.5	10	105791044	105845715
SFR1	1786257122.5	10	105881816	105886143
WDR96	1786314026	10	105889644	105992122
CFAP43	1786314026	10	105889646	105992120
GSTO1	1786384308.5	10	105995114	106027217
GSTO2	1786419810	10	106028631	106064703
ITPRIP	1786456974	10	106069456	106098206
CCDC147	1786537328	10	106113520	106214850
CFAP58	1786537328	10	106113522	106214848
SORCS3	1787086069	10	106400859	107024993
SORCS1	1789001999.5	10	108333421	108924292
RP11-163F15.1	1790687796	10	110307731	110321575
RP11-655H13.2	1790907841.5	10	110470274	110599123
XPNPEP1	1792027060.5	10	111624524	111683311
RP11-451M19.3	1792082632.5	10	111705328	111713651
ADD3	1792198867.5	10	111756126	111895323
MXI1	1792380386	10	111967363	112047123
SMNDC1	1792430741.5	10	112050488	112064709
DUSP5	1792637592	10	112257596	112271302
SMC3	1792719064.5	10	112327449	112364394
RBM20	1792874834	10	112404155	112599227
PDCD4	1793018801.5	10	112631553	112659764
BBIP1	1793041903	10	112658488	112679032
SHOC2	1793099508	10	112679305	112773425
ADRA2A	1793211936	10	112836921	112840665
RP11-381K7.1	1793483922	10	113109695	113111863
GPAM	1794315521.5	10	113909622	113975135
TECTB	1794427118.5	10	114043158	114064793
ACSL5	1794534100	10	114133776	114188138
ZDHHC6	1794568573.5	10	114184186	114206675
VTI1A	1794765772.5	10	114206756	114578503
TCF7L2	1795191866	10	114710009	114927437
HABP2	1795703121.5	10	115310596	115349361
NRAP	1795759323.5	10	115348475	115423886
CASP7	1795837936.5	10	115438921	115490666
PLEKHS1	1795900343.5	10	115511213	115543188
DCLRE1A	1795977456	10	115594484	115614142
NHLRC2	1796018829.5	10	115614420	115676953
AL162407.1	1796048882.5	10	115674530	115676949
ADRB1	1796178384	10	115803815	115806667
C10orf118	1796280443	10	115880619	115933981
CCDC186	1796280449	10	115880621	115933991
TDRD1	1796338689	10	115939029	115992063
VWA2	1796398323.5	10	115999089	116051272
AFAP1L2	1796482692	10	116054583	116164515
ABLIM1	1796690960	10	116190872	116444762
FAM160B1	1796993690	10	116581503	116659591
TRUB1	1797090836.5	10	116697952	116737435
RP11-383C6.2	1797128527	10	116754414	116756354
ATRNL1	1797653956.5	10	116853124	117708503
GFRA1	1798297850.5	10	117816436	118032979
CCDC172	1798484883.5	10	118083940	118139541
PNLIPRP3	1798585567	10	118187379	118237469
PNLIP	1798689548	10	118305443	118327367
PNLIPRP1	1798732435	10	118349897	118368687
PNLIPRP2	1798765702.5	10	118380463	118404656
C10orf82	1798799634	10	118423207	118429775
HSPA12A	1798893368	10	118430703	118609747
RP11-539I5.1	1798974005	10	118592510	118609214
ENO4	1799013304	10	118609023	118671299
SHTN1	1799136688	10	118640993	118886097
KIAA1598	1799077841	10	118644306	118765090
VAX1	1799266065	10	118888032	118897812
RP11-501J20.2	1799296511.5	10	118918165	118928572
KCNK18	1799336548	10	118957000	118969810
SLC18A2	1799392905.5	10	119000584	119038941
PDZD8	1799459024.5	10	119036785	119134978
CTA-109P11.4	1799590460.5	10	119184703	119249932
EMX2	1799678649	10	119301955	119309057
CTA-109P11.1	1799699924.5	10	119321593	119331970
RP11-355F22.1	1799960864.5	10	119585412	119590031
RAB11FIP2	1800158413.5	10	119764427	119806114
CASC2	1800261142	10	119806333	119969665
RP11-245J24.1	1800387336	10	120001162	120027224
FAM204A	1800452784	10	120057442	120101840
PRLHR	1800725499	10	120349501	120355211
CACUL1	1800847363	10	120433679	120514761
NANOS1	1801164379	10	120789228	120793244
EIF3A	1801189901.5	10	120793182	120840335
FAM45A	1801253690	10	120863598	120897496
SFXN4	1801285872	10	120900279	120925179
PRDX3	1801305923	10	120927215	120938345
GRK5	1801466320.5	10	120967101	121219254
RGS10	1801653923	10	121259340	121302220
TIAL1	1801717070.5	10	121331314	121356541
BAG3	1801797249.5	10	121410882	121437331
INPP5F	1801910315	10	121485554	121588790
MCMBP	1801993635	10	121588916	121652068
SEC23IP	1802051339.5	10	121652223	121704170
PPAPDC1A	1802656059.5	10	122216464	122349369
PLPP4	1802656059.5	10	122216466	122349367
WDR11-AS1	1802939165.5	10	122521322	122610723
WDR11	1803013004.5	10	122610687	122669036
RP11-95I16.2	1803085779	10	122685057	122740215
FGFR2	1803671053	10	123237848	123357972
ATE1	1803967269	10	123499936	123688316
NSMCE4A	1804098810.5	10	123716603	123734732
TACC2	1804254517.5	10	123748689	124014060
BTBD16	1804437392	10	124030821	124097677
PLEKHA1	1804541308	10	124134212	124202118
ARMS2	1804588661.5	10	124214169	124216868
HTRA1	1804619388.5	10	124218067	124274424
DMBT1	1804734859.5	10	124320181	124403252
C10orf120	1804831424.5	10	124457225	124459338
DMBT1P1	1804909828.5	10	124516208	124557163
CUZD1	1804974130	10	124591665	124610309
FAM24B	1804997018.5	10	124608594	124639157
RP11-564D11.3	1805025860	10	124647947	124657487
FAM24A	1805044565	10	124670217	124672627
C10orf88	1805075312	10	124690419	124713919
PSTK	1805108606	10	124713897	124757029
IKZF5	1805132470.5	10	124750322	124768333
ACADSB	1805166304	10	124768495	124817827
HMX3	1805269510.5	10	124895478	124897257
HMX2	1805282056	10	124907638	124910188
BUB3	1805295031	10	124913793	124929983
RP11-282I1.1	1805569738	10	125115964	125277226
GPR26	1805813140	10	125425871	125454123
CPXM2	1805955896	10	125465723	125699783
CHST15	1806183295.5	10	125767182	125853123
OAT	1806469851.5	10	126085872	126107545
NKX1-2	1806509423.5	10	126133808	126138753
LHPP	1806601573	10	126150403	126306457
AC068896.1	1806766115.5	10	126305649	126480296
FAM53B	1806743492.5	10	126307861	126432838
EEF1AKMT2	1806831721.5	10	126436718	126480439
METTL10	1806837624	10	126448521	126480441
FAM175B	1806880939.5	10	126490352	126525241
ABRAXAS2	1806880939.5	10	126490354	126525239
ZRANB1	1807026868	10	126630692	126676758
CTBP2	1807134455.5	10	126672886	126849739
TEX36	1807691545	10	127265091	127371713
RP11-383C5.3	1807758362.5	10	127371810	127398629
RP11-383C5.4	1807774140	10	127393857	127408137
EDRF1	1807803541	10	127408084	127452712
MMP21	1807832849	10	127455022	127464390
UROS	1807865844.5	10	127473549	127511854
BCCIP	1807900332.5	10	127512115	127542264
DHX32	1807928098.5	10	127524906	127585005
FANK1	1808014777.5	10	127585108	127698161
ADAM12	1808262130	10	127700950	128077024
C10orf90	1808609433.5	10	128113566	128359015
DOCK1	1809295522.5	10	128593978	129250781
INSYN2	1809337199	10	128933690	128994422
FAM196A	1809337201	10	128933692	128994424
NPS	1809722411	10	129347633	129350903
FOXI2	1809910617.5	10	129535499	129539450
CLRN3	1810056801	10	129676105	129691211
PTPRE	1810167865	10	129705325	129884119
MKI67	1810282929	10	129894923	129924649
RP11-264E18.1	1810489655	10	130114544	130118480
MGMT	1811789002.5	10	131265448	131566271
AL355531.2	1811682347.5	10	131308884	131309525
RP11-109A6.3	1811940546.5	10	131567106	131567701
EBF3	1812070969	10	131633547	131762105
C10orf143	1812236828	10	131818289	131909081
LINC00959	1812260002.5	10	131864636	131909083
GLRX3	1812331867	10	131934663	131982785
TCERG1L	1813373462	10	132890654	133109984
AL450307.1	1813986777.5	10	133604732	133622537
PPP2R2D	1814133786	10	133747955	133773331
BNIP3	1814160881	10	133779959	133795517
JAKMIP3	1814331387	10	133918175	133998313
DPYSL4	1814382985	10	134000404	134019280
STK32C	1814456316.5	10	134020996	134145351
LRRC27	1814542683	10	134145658	134193422
PWWP2B	1814594162.5	10	134210672	134231367
C10orf91	1814633945.5	10	134258691	134262914
INPP5A	1814847297	10	134351324	134596984
NKX6-2	1814971262.5	10	134596683	134599556
TTC40	1815062135.5	10	134621894	134756091
CFAP46	1815062254.5	10	134621896	134756327
LINC01166	1815141275	10	134757469	134778795
LINC01168	1815157591	10	134779036	134789860
GPR123	1815287949	10	134884431	134945181
ADGRA1	1815287949	10	134884433	134945179
GPR123-AS1	1815272617.5	10	134898746	134900203
KNDC1	1815380076.5	10	134973951	135039916
UTF1	1815417563	10	135043778	135045062
VENTX	1815426313.5	10	135050908	135055433
MIR202HG	1815433831.5	10	135059980	135061397
ADAM8	1815456282.5	10	135075907	135090372
TUBGCP2	1815482130.5	10	135092134	135125841
ZNF511	1815497465.5	10	135121979	135126666
ZNF511-PRAP1	1815517616.5	10	135122914	135166033
CALY	1815517150.5	10	135137576	135150439
PRAP1	1815536561.5	10	135160650	135166187
FUOM	1815543241.5	10	135168658	135171539
ECHS1	1815554731.5	10	135175984	135187193
AL360181.1	1815566054	10	135192720	135193102
PAOX	1815572111	10	135192738	135205198
RP11-108K14.8	1815592311.5	10	135204336	135234001
AL360181.3	1815592311.5	10	135204338	135233999
MTG1	1815594347.5	10	135207598	135234811
SPRN	1815609266	10	135234170	135238076
SCART1	1815675390	10	135267432	135337062
CYP2E1	1815727460	10	135333910	135374724
AL161645.2	1815714986.5	10	135341026	135342661
SYCE1	1815748515	10	135367405	135383339
FRG2B	1815811992	10	135437399	135440299
LINC01001	1816036975.5	11	127113	131058
BET1L	1816095496	11	167784	207428
SCGB1C2	1816101695	11	193035	194575
SCGB1C1	1816101716.5	11	193080	194573
ODF3	1816106389.5	11	196738	200261
RIC8A	1816119202	11	207511	215113
SIRT3	1816134084.5	11	215458	236931
PSMD13	1816152655	11	236546	252984
NLRP6	1816189752	11	278365	285359
PGGHG	1816200511	11	289135	296107
ATHL1	1816200512.5	11	289136	296109
IFITM5	1816206753	11	298200	299526
IFITM2	1816219341.5	11	307631	315272
IFITM1	1816222279	11	313506	315272
IFITM3	1816231493	11	319669	327537
B4GALNT4	1816283846	11	369796	382116
PKP3	1816306651	11	392614	404908
SIGIRR	1816319475.5	11	405716	417455
ANO9	1816337862	11	417933	442011
PTDSS2	1816377723.5	11	448268	491399
RNH1	1816408796	11	494512	507300
HRAS	1816442654.5	11	532242	537287
LRRC56	1816454111.5	11	537527	554916
LMNTD2	1816465707	11	554855	560779
C11orf35	1816465711.5	11	554862	560781
RASSF7	1816470102.5	11	560404	564021
PHRF1	1816502244	11	576486	612222
IRF7	1816522166	11	612553	615999
CDHR5	1816529211.5	11	616565	626078
SCT	1816534677	11	626431	627143
DRD4	1816546889.5	11	637293	640706
DEAF1	1816583364	11	644233	706715
EPS8L2	1816618972.5	11	694438	727727
TMEM80	1816608118	11	695428	705028
TALDO1	1816664066.5	11	747329	765024
GATD1	1816680244	11	767220	777488
PDDC1	1816680244.5	11	767223	777486
CEND1	1816696503.5	11	787104	790123
SLC25A22	1816702294	11	790475	798333
PANO1	1816706240.5	11	797511	799190
PIDD1	1816712356	11	799179	809753
PIDD	1816710104.5	11	799182	805247
RPLP2	1816719153.5	11	809647	812880
PNPLA2	1816730127.5	11	818902	825573
CRACR2B	1816736957.5	11	826144	831991
EFCAB4A	1816737678	11	827583	831993
CD151	1816744227	11	832843	839831
POLR2L	1816747840.5	11	837356	842545
TSPAN4	1816762852	11	842808	867116
